days_cash_on_hand,current_ratio,burn_rate_monthly_rm,purchase_amount,purchase_to_burn,is_digitalisation,is_agri,monthly_net_cash,recommended_product,label
85.3,1.565,13303.66,14369.27,1.08,0,0,31094.4,micro_credit,0
97.5,1.265,8000.0,8219.9,1.027,1,1,29570.5,cash,0
35.6,1.661,11650.97,22912.92,1.967,0,0,15246.1,grant,1
41.4,1.281,8000.0,8992.36,1.124,1,0,8707.77,cash,1
45.9,1.962,8000.0,25345.51,3.168,0,0,33332.93,grant,0
97.5,1.356,11546.1,5987.6,0.519,0,0,28396.33,cash,0
73.2,1.435,8000.0,3094.47,0.387,0,0,-5000.0,grant,0
102.8,1.437,9171.0,17336.25,1.89,1,0,44502.04,grant,0
108.1,1.278,8000.0,44257.84,5.532,0,0,52841.85,micro_credit,1
79.7,1.194,15267.05,11391.34,0.746,1,0,9966.34,grant,0
97.4,1.644,8000.0,10111.13,1.264,0,0,23900.75,cash,0
87.8,1.623,15063.66,9907.58,0.658,0,0,15216.06,cash,0
15.0,1.424,13957.28,9752.54,0.699,0,0,3607.91,cash,0
49.0,1.831,12667.67,19033.92,1.503,0,0,-5000.0,bnpl,0
71.0,1.472,8723.21,8614.35,0.988,1,0,5770.12,cash,0
96.2,1.014,22021.68,15773.91,0.716,0,0,11238.03,cash,0
97.7,1.143,8000.0,11309.61,1.414,1,0,36580.09,grant,0
73.8,1.676,8000.0,15799.97,1.975,0,0,42190.31,bnpl,0
99.9,1.527,13412.88,16607.91,1.238,0,0,21118.58,micro_credit,0
102.8,1.859,9346.7,17206.34,1.841,0,0,5104.29,bnpl,0
51.9,1.475,9563.17,4847.07,0.507,0,0,27485.99,cash,0
15.0,2.31,19454.73,10471.84,0.538,0,0,12169.67,cash,0
82.6,1.385,10793.28,11167.91,1.035,0,0,10303.09,bnpl,0
79.5,1.182,10074.94,13225.42,1.313,0,0,14319.29,micro_credit,0
69.6,1.869,8441.0,13698.33,1.623,1,0,35351.36,cash,0
73.0,1.61,9477.04,23874.19,2.519,0,0,7360.96,cash,0
107.1,1.521,8000.0,17564.85,2.196,0,0,6515.98,bnpl,0
90.5,0.8,9920.34,9388.28,0.946,0,0,-5000.0,bnpl,0
61.2,1.389,9685.71,5698.57,0.588,1,1,17692.93,cash,0
109.2,1.629,14243.34,22070.77,1.55,1,0,34256.81,bnpl,0
121.8,1.41,8000.0,18599.8,2.325,0,0,24748.79,bnpl,0
94.4,2.079,9947.9,15281.31,1.536,0,0,-5000.0,grant,0
128.4,1.456,8615.37,9989.48,1.159,1,0,391.87,cash,0
56.8,1.403,8000.0,7848.48,0.981,1,0,47081.34,bnpl,0
93.4,1.809,16810.25,33149.2,1.972,0,0,-5000.0,cash,0
44.3,1.325,8011.41,10246.45,1.279,0,0,3954.4,cash,1
80.5,1.56,8000.0,3653.53,0.457,1,0,-5000.0,grant,0
61.3,1.481,8000.0,9228.54,1.154,0,0,-5000.0,micro_credit,0
71.9,1.25,8000.0,5885.36,0.736,0,0,9236.99,cash,0
53.3,1.804,11880.25,11632.77,0.979,0,1,-2354.74,cash,0
84.5,1.743,10553.47,29203.27,2.767,1,1,20273.47,micro_credit,0
97.8,1.587,13413.93,7799.15,0.581,0,0,3748.83,micro_credit,0
83.7,1.646,12436.93,22141.66,1.78,0,0,-5000.0,cash,0
50.6,1.614,8000.0,77479.8,9.685,1,0,21282.95,grant,0
73.0,1.406,8000.0,12290.44,1.536,0,0,14015.67,bnpl,0
63.6,1.474,18122.84,25886.52,1.428,0,0,16536.61,grant,0
41.5,1.701,19918.96,25677.74,1.289,0,0,25219.67,grant,1
110.6,1.565,13129.89,8312.98,0.633,0,0,17260.78,grant,0
108.2,1.385,8000.0,12754.24,1.594,0,1,7920.08,grant,0
91.2,1.423,21446.09,5947.21,0.277,0,0,34567.23,cash,0
55.9,1.047,11015.34,10508.77,0.954,0,0,-5000.0,micro_credit,0
33.0,1.548,15353.93,16675.98,1.086,0,0,13020.72,micro_credit,1
87.0,1.542,8000.0,5533.13,0.692,1,1,8342.97,cash,0
71.0,1.788,13915.89,16862.09,1.212,1,0,6954.91,grant,0
40.5,1.665,12535.58,3249.67,0.259,1,0,-3018.09,bnpl,0
57.7,1.583,8000.0,11837.48,1.48,0,1,8210.37,grant,0
71.0,1.349,8000.0,6673.19,0.834,0,0,18841.21,micro_credit,0
89.3,1.334,19619.67,10167.68,0.518,1,0,39543.34,grant,0
58.9,0.983,11860.74,13859.13,1.168,0,0,12619.09,grant,0
58.9,1.54,8000.0,10236.43,1.28,0,0,27149.38,cash,0
79.6,1.721,8916.5,10015.51,1.123,0,0,-5000.0,micro_credit,0
65.7,0.8,8000.0,11556.11,1.445,1,1,22146.13,bnpl,0
68.3,1.647,8000.0,11716.34,1.465,0,0,-5000.0,bnpl,0
44.8,1.498,17576.51,14826.39,0.844,1,0,12328.16,bnpl,0
74.5,1.35,8000.0,15291.57,1.911,1,0,-5000.0,grant,0
89.8,1.441,14349.93,20508.64,1.429,1,0,-5000.0,micro_credit,0
60.5,1.31,8000.0,6850.7,0.856,0,0,55942.61,bnpl,0
90.2,2.087,14372.82,8038.41,0.559,0,1,5128.12,bnpl,0
89.7,1.673,8000.0,5268.51,0.659,0,0,71179.7,grant,0
71.5,1.459,10414.98,10577.66,1.016,0,0,14209.12,micro_credit,0
107.2,1.515,8000.0,11060.06,1.383,0,0,3640.77,grant,0
110.6,1.878,10387.79,5983.11,0.576,1,1,-5000.0,grant,0
75.4,1.644,8361.72,9282.69,1.11,0,0,1329.61,bnpl,0
74.4,0.883,8000.0,8562.28,1.07,1,0,33735.06,micro_credit,0
54.7,1.601,10959.31,24682.61,2.252,0,0,34726.39,bnpl,0
73.6,1.417,8000.0,10587.35,1.323,1,0,4187.4,bnpl,0
88.8,1.668,12917.14,24163.68,1.871,1,1,45531.64,bnpl,0
78.1,1.858,8448.57,23196.43,2.746,0,0,31107.16,grant,0
100.2,1.576,8000.0,5613.95,0.702,0,1,11279.33,grant,0
113.3,1.463,14091.22,19228.97,1.365,1,1,6893.65,bnpl,0
107.9,0.8,8000.0,7305.64,0.913,0,0,-2754.87,micro_credit,0
83.4,1.631,11817.02,16778.35,1.42,0,0,-5000.0,bnpl,0
44.5,1.661,8000.0,5096.14,0.637,0,0,29484.2,micro_credit,0
109.9,1.986,10766.06,17056.09,1.584,0,0,36657.63,cash,0
59.0,1.861,11202.9,19981.09,1.784,0,0,15349.67,grant,0
107.4,1.613,8000.0,26864.46,3.358,0,0,-5000.0,micro_credit,0
106.3,1.525,16801.19,22564.26,1.343,0,1,19742.57,micro_credit,0
87.7,1.668,8000.0,12901.28,1.613,1,0,-5000.0,cash,0
79.3,1.23,8000.0,29223.08,3.653,0,0,31250.05,micro_credit,1
74.9,1.602,8852.35,16538.26,1.868,0,0,-168.98,cash,0
99.8,1.479,8193.27,12233.61,1.493,0,0,1359.36,micro_credit,0
83.2,1.4,12220.08,23595.32,1.931,0,0,-947.79,cash,0
71.7,1.679,8134.46,15605.46,1.918,1,1,21997.18,micro_credit,0
102.1,1.38,8000.0,10207.03,1.276,0,0,-5000.0,micro_credit,0
89.1,1.225,28278.51,24655.62,0.872,0,1,12226.36,micro_credit,1
96.7,1.092,30807.64,8737.52,0.284,0,0,9831.05,grant,0
28.6,1.686,8000.0,12783.5,1.598,1,0,2203.06,micro_credit,1
48.1,1.325,10955.58,5974.05,0.545,1,0,-1478.61,bnpl,0
91.6,2.279,12270.03,7299.1,0.595,0,1,5391.94,micro_credit,0
75.8,1.452,14859.23,13624.3,0.917,1,0,28341.34,micro_credit,0
67.1,1.921,9182.75,7085.78,0.772,0,0,51191.77,cash,0
29.4,1.343,8000.0,48029.39,6.004,0,0,44523.46,grant,1
112.3,1.457,29489.22,14803.13,0.502,1,0,29590.74,bnpl,0
79.5,1.536,8836.97,10771.92,1.219,0,0,22952.85,cash,0
84.2,1.541,19521.78,2364.41,0.121,0,0,21177.97,grant,0
92.9,1.871,9612.39,13552.9,1.41,1,0,29747.07,bnpl,0
112.3,1.466,11160.53,30430.96,2.727,0,0,-5000.0,bnpl,0
57.7,1.96,16181.79,16112.41,0.996,0,0,3925.26,cash,0
53.0,1.384,19862.8,8555.73,0.431,1,1,13825.61,bnpl,0
56.2,1.786,8000.0,11456.62,1.432,0,0,-5000.0,bnpl,0
34.7,1.552,8000.0,38476.3,4.81,0,0,-5000.0,cash,1
55.0,1.555,8397.51,6586.12,0.784,1,0,-5000.0,bnpl,0
50.2,1.47,23822.08,12617.82,0.53,0,1,33292.21,cash,0
87.7,1.862,8000.0,10224.56,1.278,1,0,35528.44,micro_credit,0
60.7,2.043,19297.88,9339.22,0.484,0,0,2943.06,cash,0
49.7,1.374,8000.0,15303.64,1.913,1,0,-5000.0,cash,0
90.1,1.726,8000.0,28350.51,3.544,0,0,21244.97,cash,0
93.7,1.338,13096.11,22460.57,1.715,0,0,10225.05,bnpl,0
125.0,1.562,16536.97,14202.24,0.859,0,0,22539.39,bnpl,0
33.2,1.654,8000.0,7589.2,0.949,1,1,43393.86,bnpl,0
69.7,1.269,8420.22,5912.08,0.702,1,0,37809.92,cash,0
57.6,1.698,18219.51,9181.23,0.504,1,1,21576.4,micro_credit,0
49.2,2.235,15083.72,10873.31,0.721,0,0,-1911.01,bnpl,0
72.2,1.455,23832.97,6160.76,0.258,0,0,14426.43,micro_credit,0
74.5,1.517,9425.01,11340.79,1.203,0,1,27715.19,bnpl,0
90.2,1.667,8000.0,14255.34,1.782,0,1,-5000.0,micro_credit,0
91.2,1.963,8000.0,10467.4,1.308,0,0,1211.6,cash,0
105.9,1.577,21541.75,15177.43,0.705,0,0,16364.1,grant,0
76.7,1.779,8000.0,12669.33,1.584,0,1,10739.16,micro_credit,0
93.1,1.497,8000.0,12137.35,1.517,0,0,-5000.0,cash,0
26.9,1.754,12843.3,15629.26,1.217,0,0,35452.71,grant,1
58.4,1.149,9590.1,9985.36,1.041,0,0,-3161.32,micro_credit,0
73.0,1.379,8000.0,9483.92,1.185,0,0,-5000.0,grant,0
80.8,1.366,16321.43,29205.91,1.789,1,0,24228.86,bnpl,0
36.2,1.971,20112.05,12213.96,0.607,0,0,35812.67,grant,0
61.2,1.027,8000.0,31291.93,3.911,0,0,-5000.0,grant,1
75.0,1.56,8000.0,9471.69,1.184,0,1,13300.48,cash,0
60.9,1.152,10902.69,21814.97,2.001,1,1,27652.31,grant,1
54.8,1.2,8709.03,28632.15,3.288,0,0,23620.77,cash,1
92.6,1.799,11960.26,12917.45,1.08,1,0,23921.52,micro_credit,0
61.3,1.154,13702.71,23879.03,1.743,0,0,-5000.0,cash,1
95.5,2.021,9887.13,7708.65,0.78,0,0,14214.34,bnpl,0
61.2,1.377,12027.28,5003.78,0.416,0,0,-5000.0,micro_credit,0
75.5,1.544,11551.83,33906.91,2.935,0,0,13881.25,grant,0
90.0,1.277,13982.64,9049.68,0.647,0,0,13285.57,micro_credit,0
72.3,1.839,8000.0,3443.41,0.43,0,0,8158.21,bnpl,0
86.7,1.593,17231.46,15375.87,0.892,1,0,1850.73,bnpl,0
16.9,1.484,15718.31,9743.68,0.62,1,0,12509.76,grant,0
85.5,1.266,13101.16,29745.02,2.27,0,0,8889.36,cash,1
46.8,1.531,8000.0,14549.28,1.819,0,1,20140.94,bnpl,0
116.9,1.496,11894.35,7527.3,0.633,0,0,5584.31,cash,0
36.9,1.495,8626.64,14250.68,1.652,0,0,775.26,bnpl,1
77.1,1.457,8525.57,12634.66,1.482,0,0,12729.41,bnpl,0
94.0,1.516,8455.32,10944.1,1.294,0,0,-863.95,cash,0
66.0,2.119,8000.0,10370.69,1.296,1,0,5025.2,grant,0
68.8,1.457,11222.3,4719.24,0.421,0,0,30669.09,cash,0
90.8,1.202,8000.0,7062.9,0.883,0,1,7632.0,bnpl,0
139.5,1.702,8000.0,8272.48,1.034,0,0,11042.18,grant,0
81.3,1.182,9313.82,8146.13,0.875,1,0,-5000.0,micro_credit,0
81.5,1.767,14450.27,16579.34,1.147,1,0,3047.35,micro_credit,0
92.9,1.637,10512.01,8634.91,0.821,1,0,3056.23,cash,0
76.8,2.233,11333.96,8637.31,0.762,0,1,-2983.01,micro_credit,0
62.7,2.16,8269.54,19906.05,2.407,0,0,5233.29,grant,0
81.5,1.772,8000.0,8496.32,1.062,0,0,41859.65,micro_credit,0
99.6,1.771,14104.85,15564.79,1.104,0,1,48319.96,cash,0
76.1,1.712,8000.0,7679.21,0.96,0,0,-5000.0,grant,0
106.9,0.835,8258.19,2329.62,0.282,1,0,-2963.18,grant,0
62.7,1.938,11831.05,7644.73,0.646,1,0,31187.35,grant,0
75.4,1.561,8000.0,7012.8,0.877,0,0,-2851.75,cash,0
76.2,1.572,19827.83,14939.74,0.753,0,0,-5000.0,micro_credit,0
81.6,1.144,8000.0,7733.42,0.967,0,0,59.91,bnpl,0
40.6,1.607,8000.0,14708.3,1.839,0,0,52265.48,bnpl,1
41.8,1.47,8000.0,10244.39,1.281,0,0,23568.91,bnpl,1
93.0,1.572,14767.27,49036.98,3.321,1,1,42821.48,micro_credit,0
61.9,1.144,8243.93,7180.75,0.871,0,0,20124.26,grant,0
45.5,1.53,14430.6,11437.09,0.793,0,0,-5000.0,bnpl,0
